cleaned_text,class
terrible experience stay walls thin kept night party going suite next mine talked management several times nothing done may people contact thought staff standoffish rude unpleasant experience especially given cost staying,0
reading good reviews affinia hotel chicago husband decided spend two nights celebrate th anniversary unfortunately hotel missed mark us expect find bedbugs underneath mattress star hotel husband bad experience bedbugs rule always check underneath mattress settling night hotel brought attention front desk staff practically accused us planting bugs humiliated disappointed way situation handled needless say made decision pack bags went elsewhere celebrate anniversary written letter hotel chain hope responsive situation also reported incident credit card company alert refuting charge one night affinia charged account missed cancellation deadline,0
hi bad experience hotel rooms bad smell dim light bed sheets properly cleaned also carpet dirty though ac working properly would recommend hotel friends satisfied problem hot cold water bathroom please go hotel seems nice pictures actual different,0
going day personal trip chicago decided indulge bit time around chose stay talbot upscale hotel heart downtown chicago start pleased hundreds pay day expected impeccable hotel first checkin process bad somehow took nearly minutes find reservation placed nearly month advance customer service claim next went room found room service cleaned forced wait called maid entirely reclean room strewn used towels summary yes fancy hotel yes nice accommodations service experienced simply par hotel price,0
heard good things regarding plush accomidations talbott hotel chicago thought would special treat take year old daughter spend weekend mom shopping enjoying bit chicagos exciting night life found talbott hotels website decided american girl package offer looking price sounded reasonable booked room two us excited spend time together arrived hotel checkin friday afternoon making us wait minutes trying find reservation informed room wouldnt available another hour blamed shortage maids day manage find us table one cafes wasnt good start special weekend finally allowed go room found dollsized travel bed included package wasnt room disappointed daughter looking forward find bed bring us wasnt surprise imagined rest weekend went fairly smoothly managed good time together even though service wasnt quite claimed website would go talbott hotel probably,0
name hard rock might trigger images hip rockers sorely disappointed staying website alludes musicians parties youre looking hob nob rich famous hard rock falls short hotel puts kitchy show decorations lobby around property nothing exciting service mediocre rooms arent clean stayed hotel last year long weekend chicago much looking forward fun exciting romance picked somewhere else save money,0
stayed affnia hotel chicago extremely unsatisfied would recommend everyone avoid hotel paid overall nights cheap small untidy room granted ive stayed hotels similar quality never paid much one could believe saw walked roomit tiny small patches mold wall painted breakfast ordered wasnt terrible certainly wasnt good wifi connection horrendously slow want spend big buck hotel finejust dont spend,0
looking high end hotel magnificent mile affinia chicago best option first central location convenient quite hike navy pier hotel claims official hotel shops mile secondly hotel small rooms miniscule comparison hotels area thirdly one restaurant one lounge offer menu seems bit bizarre high end hotel finally affinia one rude staffs ever witnessed luxury hotel one expect courtesy outrageous prices ready attitude snobbery greet affinia,0
recently stayed hard rock hotel chicago il start experience bad room filthy towels front desk nothing rectify situation never stay could dissatisfied,0
recently stayed talbott hotel nights could disappointed terrible experience long wait check room since room wasnt ready even though arrived way check time front desk rude given smoking room requested nonsmoking room service left lot desired food took forever arrive cold unappetizing staff hotel helpful unfriendly toilet paper room room noisy could hear people next door opening doors watching tv talking room dingy small musty odor needless say staying recommending hotel anyone else stay away hotel worth money,0
id expect luxury hotel pay attention details room really hadnt thoroughly cleaned found hairballs bed mirrors streaked etc desk staff took forever even acknowledge checking three two phone nobody even made eye contact minutes gave vaguest answers pretty basic questions neighborhood youd think theyd know find starbucks internet ridiculously slow whole two days,0
dollars cheapest room available hard rock hotel chicago would assume would access wifi yet case told could internet booked site didnt lady reception idea talking ask around internet access general,0
returned long weekend chicago wife stayed affinia hotel cant even begin describe awful experience arrived pm thursday checkin pm room ready wait til almost pm could even get room inside room smelled like ash tray obviously someone deactivated smoke detectors somehow smoking room decided go early dinner arriving back room around pm key didnt work go way back lobby get new one next morning maids started knocking door morning would try clean room early disturb sign door rest stay early wakeup went downstairs request different room due terrible smell one assigned front desk employee gave condescending look sighed asked eventually get new room didnt enjoy demeanor encountered new room fairly nice rest stay relatively uneventful bad taste mouth likely wont stay,0
stayed affina chicago anniversary hotel great location doesnt make poor customer service rudeness staff looked like cleaning crew forgot vacuum last guest since hair carpet spent money would normally hoping luxury experience left unsatisfied,0
hard rock hotel chicago good try portray first ill start saying website confusing hard navigate also rude customer service dont seem happy answer questions prices outrageously expensive offer ridiculous hard rock hotel good rep behind name hard rock hotel chicago included,0
husband planning st year wedding anniversary wanted go back spend chicago first met spending several minutes frustratingly navigating talbott hotels website finally able complete reservation long weekend long flight chicago ready check shower lay hotel room however arrived unfriendly clerk behind counter notified us reservation provided confirmation email said must mistake room reserved already occupied begrudgingly found us new room seemed like hour waiting carried bags room immediately hit rancid smell cigarette smoke soon opened door im severely allergic smoke ended getting refund locating much accommodating friendly hotel,0
recent stay talbott hotel chicago left city empty pocket book booked package deal online although service absolutely terrific didnt realize amenities paying included personalized key cards room service menus could done room key name printed across well menu name printed things become extra amenity cost much money basically felt overcharged called extras included package purchased one thing traffic pretty horrible checking seems like could somehow made simpler,0
